Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
Dell Computer,81706,ITS,4/21/2014,$84.51 ,$1.94 ,0.23,$19.43 ,$19.43 ,Successful,4/21/2014,,79048,,,3611940300,"$3,000 ",$0.00 ,$65.07 ,General Fund,0
Dell Computer,81709,ITS,4/21/2014,$68.51 ,$1.58 ,0.23,$15.75 ,$15.75 ,Successful,5/6/2014,,79069,,,3613638740,"$3,000 ",$0.00 ,$52.75 ,General Fund,0
Dell Laptop w/Bag,81710,ITS,4/21/2014,$70.52 ,$0.00 ,0.23,$16.21 ,$16.21 ,Successful,4/22/2014,,79104,,,Money Order,"$3,000 ",$0.00 ,$54.30 ,General Fund,0
Dell Laptop w/Bag,81711,ITS,4/21/2014,$78.00 ,$0.00 ,0.23,$17.94 ,$17.94 ,Successful,4/22/2014,,79105,,,Money Order,"$3,000 ",$0.00 ,$60.06 ,General Fund,0
Dell Laptop w/Bag,81712,ITS,4/21/2014,$70.51 ,$1.62 ,0.23,$16.21 ,$16.21 ,Successful,4/22/2014,,79103,,,3612044429,"$3,000 ",$0.00 ,$54.29 ,General Fund,0
Dell Laptop,81713,ITS,4/21/2014,$130.00 ,$2.99 ,0.23,$29.90 ,$29.90 ,Successful,5/1/2014,,79107,,,3613236263,"$3,000 ",$0.00 ,$100.10 ,General Fund,0
Dell Laptop w/Bag,81714,ITS,4/21/2014,$95.00 ,$2.18 ,0.23,$21.85 ,$21.85 ,Successful,5/6/2014,,79109,,,3613638745,"$3,000 ",$0.00 ,$73.15 ,General Fund,0
Dell Laptop w/Bag,81715,ITS,4/21/2014,$166.75 ,$0.00 ,0.23,$38.35 ,$38.35 ,Successful,4/24/2014,,79112,,,Cashiers Check,"$3,000 ",$0.00 ,$128.39 ,General Fund,0
Dell Laptop,81716,ITS,4/21/2014,$181.00 ,$0.00 ,0.23,$41.63 ,$41.63 ,Successful,4/24/2014,,79114,,,Cashiers Check,"$3,000 ",$0.00 ,$139.37 ,General Fund,0
Dell Laptop w/Bag,81717,ITS,4/21/2014,$175.00 ,$0.00 ,0.23,$40.25 ,$40.25 ,Successful,4/24/2014,,79113,,,Cashiers Check,"$3,000 ",$0.00 ,$134.75 ,General Fund,0
Health-O-Meter Scale,81718,HEALTH,4/15/2014,$4.00 ,$0.00 ,0.23,$0.92 ,$0.92 ,Successful,4/22/2014,,76071,,,Money Order,"$3,000 ",$0.00 ,$3.08 ,General Fund,0
10 Dell Computers,81719,ITS,4/15/2014,$680.00 ,$0.00 ,0.23,$156.40 ,$156.40 ,Successful,4/16/2014,,"75360, 75370, 75361, 75283, 75282, 75362, 75357, 75368, 75351, 75350",,,Money Order,"$3,000 ",$0.00 ,$523.60 ,General Fund,0
Dell Laptop,81720,ITS,4/15/2014,$120.01 ,$2.76 ,0.23,$27.60 ,$27.60 ,Successful,4/24/2014,,75427,,,3612233998,"$3,000 ",$0.00 ,$92.40 ,General Fund,0
Dell Laptop,81721,ITS,4/15/2014,$140.00 ,$3.22 ,0.23,$32.20 ,$32.20 ,Successful,4/22/2014,,75429,,,3612052690,"$3,000 ",$0.00 ,$107.80 ,General Fund,0
Dell Laptop,81722,ITS,4/15/2014,$145.00 ,$3.34 ,0.23,$33.35 ,$33.35 ,Successful,4/22/2014,,75420,,,3612052757,"$3,000 ",$0.00 ,$111.65 ,General Fund,0
Dell Laptop,81723,ITS,4/16/2014,$59.69 ,$1.37 ,0.23,$13.72 ,$13.72 ,Successful,4/24/2014,,75348,,,3612234014,"$3,000 ",$0.00 ,$45.96 ,General Fund,0
Dell Laptop,81724,ITS,4/16/2014,$25.56 ,$0.59 ,0.23,$5.87 ,$5.87 ,Successful,4/21/2014,,75349,,,3611894219,"$3,000 ",$0.00 ,$19.68 ,General Fund,0
Dell Laptop,81725,ITS,4/16/2014,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,4/17/2014,,75344,,,3611645998,"$3,000 ",$0.00 ,$16.17 ,General Fund,0
Dell Laptop,81726,ITS,4/16/2014,$22.30 ,$0.51 ,0.23,$5.12 ,$5.12 ,Successful,4/17/2014,,75343,,,3611646025,"$3,000 ",$0.00 ,$17.17 ,General Fund,0
Dell Laptop,81727,ITS,4/16/2014,$42.00 ,$0.97 ,0.23,$9.66 ,$9.66 ,Successful,4/16/2014,,75346,,,3611546652,"$3,000 ",$0.00 ,$32.34 ,General Fund,0
Dell Laptop,81728,ITS,4/16/2014,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,4/21/2014,,75338,,,3611894245,"$3,000 ",$0.00 ,$16.17 ,General Fund,0
Dell Laptop,81729,ITS,4/16/2014,$28.56 ,$0.66 ,0.23,$6.56 ,$6.56 ,Successful,4/21/2014,,75335,,,3611894294,"$3,000 ",$0.00 ,$21.99 ,General Fund,0
Simplex Time Stamp,81730,ELECTION COMMISSION,4/17/2014,$6.50 ,$0.15 ,0.23,$1.49 ,$1.49 ,Successful,4/17/2014,,75634A,,,3611641914,"$3,000 ",$0.00 ,$5.00 ,General Fund,0
Simplex Time Stamp,81731,ELECTION COMMISSION,4/17/2014,$3.00 ,$0.07 ,0.23,$0.69 ,$0.69 ,Successful,4/17/2014,,75634B,,,3611641934,"$3,000 ",$0.00 ,$2.31 ,General Fund,0
"Dell 17"" Flat Screen Monitor",81732,ELECTION COMMISSION,4/17/2014,$16.00 ,$0.37 ,0.23,$3.68 ,$3.68 ,Successful,4/21/2014,,75638,,,3611957138,"$3,000 ",$0.00 ,$12.32 ,General Fund,0
Dell Power Edge 4400 Server,81739,MDHA,4/21/2014,$10.50 ,$0.24 ,0.23,$2.41 ,$2.41 ,Successful,4/21/2014,,MDHA-60464,,,3611930208,"$3,000 ",$0.00 ,$8.08 ,Enterprise,0
"407 35th Avenue N., Nashville, TN 37209",81742,PUBLIC PROPERTY,4/23/2014,"$50,100.00 ",$0.00 ,0.03,"$1,503.00 ","$1,503.00 ",Successful,5/27/2014,,RP-14018,,,Cashiers Check,"$5,000,000,000 ",$0.00 ,"$48,597.00 ",General Fund,0
4 Printers,81743,WATER SERVICES,4/22/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,4/25/2014,,"WS-74807, WS-74808, WS-74809, WS-74814",,,3612335775,"$3,000 ",$0.00 ,$0.77 ,Enterprise,0
Crate,81744,WATER SERVICES,4/22/2014,$10.01 ,$0.23 ,0.23,$2.30 ,$2.30 ,Successful,4/22/2014,,WS-75030,,,3612043254,"$3,000 ",$0.00 ,$7.70 ,Enterprise,0
Assorted Office Supplies,81745,WATER SERVICES,4/22/2014,$47.00 ,$1.08 ,0.23,$10.81 ,$10.81 ,Successful,4/24/2014,,WS-75046,,,3612261964,"$3,000 ",$0.00 ,$36.19 ,Enterprise,0
Lateral File Cabinet,81746,JUVENILE COURT,4/22/2014,$11.00 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,5/12/2014,,73965,,,3614043981,"$3,000 ",$0.00 ,$8.47 ,General Fund,0
Dukane Microfilm Reader,81747,PUBLIC LIBRARY,4/22/2014,$5.50 ,$0.13 ,0.23,$1.26 ,$1.26 ,Successful,4/28/2014,,72184,,,3612624782,"$3,000 ",$0.00 ,$4.23 ,General Fund,0
AV Cart,81748,PARKS,4/22/2014,$3.00 ,$0.07 ,0.23,$0.69 ,$0.69 ,Successful,5/22/2014,,69012,,,3614960919,"$3,000 ",$0.00 ,$2.31 ,General Fund,0
"Quasar 13"" TV/VCR Combo",81749,HEALTH,4/22/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,4/25/2014,,73759,,,3612335779,"$3,000 ",$0.00 ,$0.77 ,General Fund,0
Wooden Credenza,81750,HEALTH,4/22/2014,$7.52 ,$0.17 ,0.23,$1.72 ,$1.72 ,Successful,4/28/2014,,73753,,,3612591703,"$3,000 ",$0.00 ,$5.79 ,General Fund,0
Steelcase Chair,81751,HEALTH,4/22/2014,$7.00 ,$0.16 ,0.23,$1.61 ,$1.61 ,Successful,4/22/2014,,73745,,,3612055542,"$3,000 ",$0.00 ,$5.39 ,General Fund,0
Chair,81752,HEALTH,4/22/2014,$6.00 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,4/22/2014,,73789,,,3612055581,"$3,000 ",$0.00 ,$4.62 ,General Fund,0
Yawman & Rochester File Cabinet,81753,HEALTH,4/22/2014,$3.00 ,$0.07 ,0.23,$0.69 ,$0.69 ,Successful,5/6/2014,,73755,,,3613703934,"$3,000 ",$0.00 ,$2.31 ,General Fund,0
Assorted PC Accessories,81754,ITS,4/22/2014,$47.00 ,$1.08 ,0.23,$10.81 ,$10.81 ,Successful,4/29/2014,,74990,,,3612699554,"$3,000 ",$0.00 ,$36.19 ,General Fund,0
Dell PC/Monitor Combo,81755,ITS,4/22/2014,$13.05 ,$0.30 ,0.23,$3.00 ,$3.00 ,Successful,4/28/2014,,75245,,,3612583571,"$3,000 ",$0.00 ,$10.04 ,General Fund,0
Dell Optiplex GX620,81756,ITS,4/22/2014,$6.00 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,5/6/2014,,72299,,,3613638756,"$3,000 ",$0.00 ,$4.62 ,General Fund,0
Dell Optiplex 780,81757,ITS,4/22/2014,$69.00 ,$1.59 ,0.23,$15.87 ,$15.87 ,Successful,4/22/2014,,72295,,,3612047794,"$3,000 ",$0.00 ,$53.13 ,General Fund,0
"3 Dell 19"" Flat Screen Monitors",81758,ITS,4/22/2014,$34.00 ,$0.78 ,0.23,$7.82 ,$7.82 ,Successful,4/22/2014,,"75067, 75069, 75077",,,3612055919,"$3,000 ",$0.00 ,$26.18 ,General Fund,0
Dell Optiplex 755,81765,HEALTH,4/21/2014,$12.01 ,$0.00 ,0.23,$2.76 ,$2.76 ,Successful,4/21/2014,,71018,,,Cashiers Check,"$3,000 ",$0.00 ,$9.24 ,General Fund,0
Dell Laptop,81766,HEALTH,4/21/2014,$52.51 ,$1.21 ,0.23,$12.07 ,$12.07 ,Successful,4/21/2014,,71011,,,3611957187,"$3,000 ",$0.00 ,$40.43 ,General Fund,0
Dell Laptop,81767,HEALTH,4/21/2014,$52.51 ,$1.21 ,0.23,$12.07 ,$12.07 ,Successful,4/21/2014,,70992,,,3611957227,"$3,000 ",$0.00 ,$40.43 ,General Fund,0
Dell Laptop,81768,HEALTH,4/21/2014,$57.51 ,$1.32 ,0.23,$13.22 ,$13.22 ,Successful,4/21/2014,,70993,,,3611957272,"$3,000 ",$0.00 ,$44.28 ,General Fund,0
Dell Laptop,81769,HEALTH,4/21/2014,$55.01 ,$1.27 ,0.23,$12.65 ,$12.65 ,Successful,5/6/2014,,70982,,,3613638768,"$3,000 ",$0.00 ,$42.35 ,General Fund,0
Dell Laptop,81770,HEALTH,4/21/2014,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,4/21/2014,,70979,,,3611957344,"$3,000 ",$0.00 ,$40.04 ,General Fund,0
Dell Laptop,81771,HEALTH,4/21/2014,$51.00 ,$1.17 ,0.23,$11.73 ,$11.73 ,Successful,5/6/2014,,70983,,,3613638779,"$3,000 ",$0.00 ,$39.27 ,General Fund,0
Assorted Video Equipment,81772,METRO 3,4/21/2014,$34.00 ,$0.78 ,0.23,$7.82 ,$7.82 ,Successful,4/25/2014,,"72230, 72235",,,3612335784,"$3,000 ",$0.00 ,$26.18 ,General Fund,0
12 DT Web Terminals,81773,FIRE,4/21/2014,$28.56 ,$0.66 ,0.23,$6.56 ,$6.56 ,Successful,4/25/2014,,"77859, 77860, 77861, 77862, 77863, 77864, 77867, 77868, 77869, 77870, 77871, 77875",,,3612335791,"$3,000 ",$0.00 ,$21.99 ,General Fund,0
17 Terminals,81774,FIRE,4/22/2014,$38.75 ,$0.89 ,0.23,$8.91 ,$8.91 ,Successful,4/25/2014,,"77866, 77876, 77881, 77882, 77877, 77865, 77872, 77878, 77883, 77884, 77873, 77879, 77885, 77874, 77880, 77886, 77887",,,3612363759,"$3,000 ",$0.00 ,$29.83 ,General Fund,0
Skag Zero Turn Mower,81779,MDHA,4/10/2014,"$2,325.00 ",$53.48 ,0.23,$534.75 ,$534.75 ,Successful,4/10/2014,,,MDHA-Z,,3610998641,"$3,000 ",$0.00 ,"$1,790.25 ",Enterprise,0
2005 John Deere Zero Turn Mower,81780,OFM-PARKS,4/10/2014,"$2,175.00 ",$50.02 ,0.23,$500.25 ,$500.25 ,Successful,4/15/2014,80003375,,29 5283,,3611408446,"$3,000 ",$0.00 ,"$1,674.75 ",Enterprise,0
1998 Westward Industries 3-Wheel Scooter,81781,OFM-PUBLIC WORKS,4/10/2014,$400.00 ,$9.20 ,0.23,$92.00 ,$92.00 ,Successful,4/10/2014,217322,,18D 4100,,3611032435,"$3,000 ",$0.00 ,$308.00 ,Enterprise,0
1996 Westward Industries 3-Wheel Scooter,81782,OFM-PUBLIC WORKS,4/10/2014,$209.00 ,$0.00 ,0.23,$48.07 ,$48.07 ,Successful,4/23/2014,212027,,18D 4094,,Money Order,"$3,000 ",$0.00 ,$160.93 ,Enterprise,0
2005 Ford F-450,81783,OFM-PUBLIC WORKS,4/10/2014,"$1,825.00 ",$41.98 ,0.23,$419.75 ,$419.75 ,Successful,4/17/2014,80003350,,08L 5959,,3611613160,"$3,000 ",$0.00 ,"$1,405.25 ",Enterprise,0
5 Dell Toner Cartridges,81789,PUBLIC DEFENDER,4/22/2014,$42.50 ,$0.98 ,0.23,$9.77 ,$9.77 ,Successful,5/19/2014,,75779,,,3614654143,"$3,000 ",$0.00 ,$32.72 ,General Fund,0
Panasonic Typewriter Ribbons,81790,SOCIAL SERVICES,4/22/2014,$4.50 ,$0.10 ,0.23,$1.03 ,$1.03 ,Successful,5/21/2014,,76544,,,3614883704,"$3,000 ",$0.00 ,$3.46 ,General Fund,0
Nukote Tackless Lift-Off Tape,81791,SOCIAL SERVICES,4/22/2014,$3.00 ,$0.07 ,0.23,$0.69 ,$0.69 ,Successful,4/28/2014,,76547,,,3612624877,"$3,000 ",$0.00 ,$2.31 ,General Fund,0
Fellowes Paper Shredder,81792,SOCIAL SERVICES,4/22/2014,$14.56 ,$0.00 ,0.23,$3.34 ,$3.34 ,Successful,4/29/2014,,76546,,,Money Order,"$3,000 ",$0.00 ,$11.21 ,General Fund,0
Assorted Printer Cartridges,81793,SOCIAL SERVICES,4/22/2014,$40.01 ,$0.92 ,0.23,$9.20 ,$9.20 ,Successful,4/22/2014,,76545,,,3612109839,"$3,000 ",$0.00 ,$30.80 ,General Fund,0
2003 Ford F-250,81795,OFM-HEALTH DEPARTMENT,4/10/2014,"$2,200.01 ",$0.00 ,0.23,$506.00 ,$506.00 ,Successful,4/22/2014,80000433,,P 2813 AL,,Cashiers Check,"$3,000 ",$0.00 ,"$1,694.00 ",Enterprise,0
File Cabinet,81797,GENERAL SERVICES,4/23/2014,$22.01 ,$0.51 ,0.23,$5.06 ,$5.06 ,Successful,4/25/2014,,79201,,,3612336498,"$3,000 ",$0.00 ,$16.94 ,General Fund,0
File Cabinet,81798,GENERAL SERVICES,4/23/2014,$17.00 ,$0.39 ,0.23,$3.91 ,$3.91 ,Successful,4/25/2014,,79202,,,3612336577,"$3,000 ",$0.00 ,$13.09 ,General Fund,0
File Cabinet,81799,GENERAL SERVICES,4/23/2014,$8.25 ,$0.19 ,0.23,$1.89 ,$1.89 ,Successful,4/25/2014,,79204,,,3612336684,"$3,000 ",$0.00 ,$6.35 ,General Fund,0
File Cabinet,81800,GENERAL SERVICES,4/23/2014,$13.00 ,$0.30 ,0.23,$2.99 ,$2.99 ,Successful,4/30/2014,,79208,,,3612935170,"$3,000 ",$0.00 ,$10.01 ,General Fund,0
File Cabinet,81801,GENERAL SERVICES,4/23/2014,$17.00 ,$0.39 ,0.23,$3.91 ,$3.91 ,Successful,4/23/2014,,78808,,,3612158635,"$3,000 ",$0.00 ,$13.09 ,General Fund,0
Locker,81802,GENERAL SERVICES,4/23/2014,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,5/19/2014,,78805A,,,3614679361,"$3,000 ",$0.00 ,$16.17 ,General Fund,0
Locker,81803,GENERAL SERVICES,4/23/2014,$20.00 ,$0.46 ,0.23,$4.60 ,$4.60 ,Successful,5/14/2014,,78805B,,,3614313681,"$3,000 ",$0.00 ,$15.40 ,General Fund,0
Locker,81804,GENERAL SERVICES,4/23/2014,$20.00 ,$0.46 ,0.23,$4.60 ,$4.60 ,Successful,5/14/2014,,78805C,,,3614313684,"$3,000 ",$0.00 ,$15.40 ,General Fund,0
Locker,81805,GENERAL SERVICES,4/23/2014,$27.00 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,5/7/2014,,78805D,,,3613731200,"$3,000 ",$0.00 ,$20.79 ,General Fund,0
Locker,81806,GENERAL SERVICES,4/23/2014,$27.00 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,5/7/2014,,78805E,,,3613731216,"$3,000 ",$0.00 ,$20.79 ,General Fund,0
Locker,81807,GENERAL SERVICES,4/23/2014,$27.00 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,5/14/2014,,78805F,,,3614313691,"$3,000 ",$0.00 ,$20.79 ,General Fund,0
Desk & Chair,81808,GENERAL SERVICES,4/23/2014,$4.00 ,$0.09 ,0.23,$0.92 ,$0.92 ,Successful,4/23/2014,,"78824, 79279",,,3612158700,"$3,000 ",$0.00 ,$3.08 ,General Fund,0
Lamp,81809,GENERAL SERVICES,4/23/2014,$4.00 ,$0.09 ,0.23,$0.92 ,$0.92 ,Successful,4/23/2014,,79242,,,3612178836,"$3,000 ",$0.00 ,$3.08 ,General Fund,0
Table,81810,GENERAL SERVICES,4/23/2014,$7.00 ,$0.16 ,0.23,$1.61 ,$1.61 ,Successful,5/15/2014,,78828,,,3614433064,"$3,000 ",$0.00 ,$5.39 ,General Fund,0
Desk & Chair,81811,GENERAL SERVICES,4/23/2014,$11.00 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,4/23/2014,,"78823, 79190",,,3612163431,"$3,000 ",$0.00 ,$8.47 ,General Fund,0
Coat Rack,81812,GENERAL SERVICES,4/23/2014,$11.69 ,$0.27 ,0.23,$2.68 ,$2.68 ,Successful,4/23/2014,,79243,,,3612162462,"$3,000 ",$0.00 ,$9.00 ,General Fund,0
Shelf,81813,GENERAL SERVICES,4/23/2014,$7.00 ,$0.16 ,0.23,$1.61 ,$1.61 ,Successful,5/1/2014,,79215,,,3613181487,"$3,000 ",$0.00 ,$5.39 ,General Fund,0
Shelf,81814,PUBLIC LIBRARY,4/23/2014,$7.00 ,$0.16 ,0.23,$1.61 ,$1.61 ,Successful,4/24/2014,,78693,,,3612263052,"$3,000 ",$0.00 ,$5.39 ,General Fund,0
Shelf,81815,PUBLIC LIBRARY,4/23/2014,$11.02 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,4/24/2014,,78695,,,3612263093,"$3,000 ",$0.00 ,$8.48 ,General Fund,0
Dell Laptop,81845,ITS,4/24/2014,$95.00 ,$2.18 ,0.23,$21.85 ,$21.85 ,Successful,4/24/2014,,75187,,,3612262743,"$3,000 ",$0.00 ,$73.15 ,General Fund,0
Dell Laptop,81847,HEALTH,4/24/2014,$51.00 ,$1.17 ,0.23,$11.73 ,$11.73 ,Successful,4/25/2014,,70990,,,3612430779,"$3,000 ",$0.00 ,$39.27 ,General Fund,0
Dell Laptop,81848,HEALTH,4/24/2014,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,4/25/2014,,71005,,,3612430785,"$3,000 ",$0.00 ,$40.04 ,General Fund,0
Dell Laptop,81849,HEALTH,4/24/2014,$65.00 ,$1.50 ,0.23,$14.95 ,$14.95 ,Successful,4/25/2014,,70989,,,3612430793,"$3,000 ",$0.00 ,$50.05 ,General Fund,0
Dell Laptop,81851,HEALTH,4/24/2014,$57.00 ,$0.00 ,0.23,$13.11 ,$13.11 ,Successful,4/24/2014,,71002,,,Money Order,"$3,000 ",$0.00 ,$43.89 ,General Fund,0
Dell Laptop,81853,HEALTH,4/24/2014,$68.00 ,$0.00 ,0.23,$15.64 ,$15.64 ,Successful,4/24/2014,,71004,,,Money Order,"$3,000 ",$0.00 ,$52.36 ,General Fund,0
Dell Laptop,81854,HEALTH,4/24/2014,$75.00 ,$1.72 ,0.23,$17.25 ,$17.25 ,Successful,4/24/2014,,70997,,,3612263545,"$3,000 ",$0.00 ,$57.75 ,General Fund,0
Dell Laptop,81855,HEALTH,4/24/2014,$68.00 ,$0.00 ,0.23,$15.64 ,$15.64 ,Successful,5/1/2014,,71001,,,Money Order,"$3,000 ",$0.00 ,$52.36 ,General Fund,0
Dell Laptop,81857,HEALTH,4/24/2014,$74.00 ,$1.70 ,0.23,$17.02 ,$17.02 ,Successful,4/25/2014,,70986,,,3612430801,"$3,000 ",$0.00 ,$56.98 ,General Fund,0
Dell Laptop,81858,HEALTH,4/24/2014,$68.00 ,$1.56 ,0.23,$15.64 ,$15.64 ,Successful,4/25/2014,,70978,,,3612430805,"$3,000 ",$0.00 ,$52.36 ,General Fund,0
Lateral File Cabinet,81862,GENERAL SERVICES,4/24/2014,$25.01 ,$0.58 ,0.23,$5.75 ,$5.75 ,Successful,4/25/2014,,72841,,,3612430810,"$3,000 ",$0.00 ,$19.25 ,General Fund,0
Ceramic Molds,81864,PARKS,4/24/2014,$15.02 ,$0.35 ,0.23,$3.45 ,$3.45 ,Successful,4/30/2014,,79495A,,,3612982452,"$3,000 ",$0.00 ,$11.56 ,General Fund,0
Ceramic Molds,81865,PARKS,4/24/2014,$15.02 ,$0.35 ,0.23,$3.45 ,$3.45 ,Successful,4/30/2014,,79495B,,,3612982468,"$3,000 ",$0.00 ,$11.56 ,General Fund,0
Ceramic Molds,81866,PARKS,4/24/2014,$27.36 ,$0.63 ,0.23,$6.29 ,$6.29 ,Successful,4/30/2014,,79495C,,,3612982488,"$3,000 ",$0.00 ,$21.06 ,General Fund,0
Wooden Desk,81867,WATER SERVICES,4/24/2014,$11.20 ,$0.26 ,0.23,$2.57 ,$2.57 ,Successful,5/1/2014,,WS-79464,,,3613157895,"$3,000 ",$0.00 ,$8.62 ,Enterprise,0
Buffet Table,81871,BRIDGESTONE ARENA,4/24/2014,$20.00 ,$0.46 ,0.23,$4.60 ,$4.60 ,Successful,4/28/2014,,BA-78200,,,3612587772,"$3,000 ",$0.00 ,$15.40 ,Enterprise,0
Clocks,81873,SCHOOL BOARD WAREHOUSE,4/28/2014,$60.00 ,$1.38 ,0.23,$13.80 ,$13.80 ,Successful,4/28/2014,,SBS-6342A,,,3612608832,"$3,000 ",$0.00 ,$46.20 ,Enterprise,0
1 Pallet of Assorted Clocks,81874,SCHOOL BOARD WAREHOUSE,4/28/2014,$68.01 ,$1.56 ,0.23,$15.64 ,$15.64 ,Successful,4/28/2014,,SBS-6342C,,,3612608940,"$3,000 ",$0.00 ,$52.36 ,Enterprise,0
Clocks,81875,SCHOOL BOARD WAREHOUSE,4/28/2014,$61.01 ,$1.40 ,0.23,$14.03 ,$14.03 ,Successful,4/28/2014,,SBS-6343,,,3612609015,"$3,000 ",$0.00 ,$46.97 ,Enterprise,0
5 Clocks,81876,SCHOOL BOARD WAREHOUSE,4/28/2014,$37.01 ,$0.85 ,0.23,$8.51 ,$8.51 ,Successful,4/28/2014,,SBS-6342B,,,3612591158,"$3,000 ",$0.00 ,$28.49 ,Enterprise,0
1 Pallet of Paint,81877,SCHOOL BOARD WAREHOUSE,4/28/2014,$111.00 ,$0.00 ,0.23,$25.53 ,$25.53 ,Successful,4/30/2014,,SBS-6344A,,,Money Order,"$3,000 ",$0.00 ,$85.47 ,Enterprise,0
1 Pallet of Paint,81878,SCHOOL BOARD WAREHOUSE,4/28/2014,$135.01 ,$0.00 ,0.23,$31.05 ,$31.05 ,Successful,4/30/2014,,SBS-6344B,,,Money Order,"$3,000 ",$0.00 ,$103.95 ,Enterprise,0
1 Pallet of Paint,81879,SCHOOL BOARD WAREHOUSE,4/28/2014,$165.02 ,$0.00 ,0.23,$37.95 ,$37.95 ,Successful,5/1/2014,,SBS-6344C,,,Money Order,"$3,000 ",$0.00 ,$127.06 ,Enterprise,0
Lawn Mower Parts,81880,SCHOOL BOARD WAREHOUSE,4/28/2014,$350.00 ,$8.05 ,0.23,$80.50 ,$80.50 ,Successful,4/30/2014,,"SBS-6310, SBS-6345",,,3612927529,"$3,000 ",$0.00 ,$269.50 ,Enterprise,0
Sink,81883,SCHOOL BOARD WAREHOUSE,4/28/2014,$57.00 ,$1.31 ,0.23,$13.11 ,$13.11 ,Successful,5/5/2014,,SBS-6289,,,3613492839,"$3,000 ",$0.00 ,$43.89 ,Enterprise,0
3 Tumbling Forms,81884,SCHOOL BOARD WAREHOUSE,4/28/2014,$8.00 ,$0.18 ,0.23,$1.84 ,$1.84 ,Successful,4/30/2014,,SBS-6314,,,3612963733,"$3,000 ",$0.00 ,$6.16 ,Enterprise,0
Nike Cleats,81885,SCHOOL BOARD WAREHOUSE,4/28/2014,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,4/28/2014,,SBS-6301R,,,3612607820,"$3,000 ",$0.00 ,$16.17 ,Enterprise,0
Nike Cleats,81886,SCHOOL BOARD WAREHOUSE,4/28/2014,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,4/28/2014,,SBS-6301S,,,3612608149,"$3,000 ",$0.00 ,$16.17 ,Enterprise,0
Nike Cleats,81887,SCHOOL BOARD WAREHOUSE,4/28/2014,$23.00 ,$0.00 ,0.23,$5.29 ,$5.29 ,Successful,4/29/2014,,SBS-6301T,,,Cashiers Check,"$3,000 ",$0.00 ,$17.71 ,Enterprise,0
Nike Cleats,81888,SCHOOL BOARD WAREHOUSE,4/28/2014,$23.00 ,$0.00 ,0.23,$5.29 ,$5.29 ,Successful,4/29/2014,,SBS-6301U,,,Cashiers Check,"$3,000 ",$0.00 ,$17.71 ,Enterprise,0
Nike Cleats,81889,SCHOOL BOARD WAREHOUSE,4/28/2014,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,4/28/2014,,SBS-6301V,,,3612608510,"$3,000 ",$0.00 ,$16.17 ,Enterprise,0
Shelves,81891,PUBLIC LIBRARY,4/24/2014,$30.00 ,$0.69 ,0.23,$6.90 ,$6.90 ,Successful,4/24/2014,,"78692, 78694",,,3612275342,"$3,000 ",$0.00 ,$23.10 ,General Fund,0
Locker,81892,GENERAL SERVICES,4/24/2014,$27.01 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,5/14/2014,,78805G,,,3614313697,"$3,000 ",$0.00 ,$20.79 ,General Fund,0
Locker,81893,GENERAL SERVICES,4/24/2014,$20.01 ,$0.46 ,0.23,$4.60 ,$4.60 ,Successful,5/14/2014,,78805H,,,3614313704,"$3,000 ",$0.00 ,$15.40 ,General Fund,0
Locker,81894,GENERAL SERVICES,4/24/2014,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,5/14/2014,,78805I,,,3614313711,"$3,000 ",$0.00 ,$16.17 ,General Fund,0
Locker,81895,GENERAL SERVICES,4/24/2014,$25.52 ,$0.59 ,0.23,$5.86 ,$5.86 ,Successful,5/14/2014,,78805J,,,3614313717,"$3,000 ",$0.00 ,$19.65 ,General Fund,0
Locker,81896,GENERAL SERVICES,4/24/2014,$16.01 ,$0.37 ,0.23,$3.68 ,$3.68 ,Successful,5/14/2014,,78805K,,,3614313723,"$3,000 ",$0.00 ,$12.32 ,General Fund,0
